source_file,domain_tag,split_group,fault_id,run_id,y,onset_step,phase,n_rows
TEP_Faulty_Testing.csv,test_domain,test_cost,1,314,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,1,350,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,1,350,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,1,378,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,1,378,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,98,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,98,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,182,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,182,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,337,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,337,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,379,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,379,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,387,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,2,387,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,77,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,77,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,341,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,341,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,370,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,370,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,373,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,373,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,461,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,3,461,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,39,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,39,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,185,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,185,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,235,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,235,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,398,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,398,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,450,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,4,450,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,114,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,114,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,165,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,165,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,236,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,236,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,282,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,282,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,335,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,5,335,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,49,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,49,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,156,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,156,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,313,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,313,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,349,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,349,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,384,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,6,384,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,120,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,120,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,144,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,144,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,193,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,193,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,342,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,342,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,447,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,7,447,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,4,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,4,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,391,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,391,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,393,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,393,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,397,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,397,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,400,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,8,400,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,229,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,229,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,253,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,253,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,277,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,277,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,285,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,285,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,388,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,9,388,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,219,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,219,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,236,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,236,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,326,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,326,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,333,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,333,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,428,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,10,428,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,46,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,46,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,276,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,276,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,280,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,280,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,281,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,281,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,315,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,11,315,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,108,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,108,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,139,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,139,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,173,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,173,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,218,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,218,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,490,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,12,490,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,30,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,30,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,117,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,117,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,141,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,141,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,409,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,409,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,427,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,13,427,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,63,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,63,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,252,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,252,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,277,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,277,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,392,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,392,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,499,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,14,499,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,12,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,12,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,84,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,84,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,160,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,160,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,167,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,167,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,404,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,15,404,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,81,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,81,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,230,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,230,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,346,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,346,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,358,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,358,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,451,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,16,451,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,83,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,83,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,191,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,191,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,223,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,223,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,247,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,247,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,346,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,17,346,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,44,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,44,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,172,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,172,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,180,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,180,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,302,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,302,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,478,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,18,478,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,133,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,133,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,229,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,229,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,247,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,247,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,349,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,349,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,451,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,19,451,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,130,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,130,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,225,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,225,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,357,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,357,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,369,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,369,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,393,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_cost,20,393,1,160,transition,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,42,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,43,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,47,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,64,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,99,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,211,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,213,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,226,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,256,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,259,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,317,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,341,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,356,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,363,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,374,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,377,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,390,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,418,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,420,0,1000000000,normal,1
TEP_FaultFree_Testing.csv,test_domain,test_full_tcn,0,481,0,1000000000,normal,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,83,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,83,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,83,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,178,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,178,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,178,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,314,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,314,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,314,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,350,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,350,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,350,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,378,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,378,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,1,378,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,98,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,98,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,98,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,182,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,182,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,182,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,337,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,337,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,337,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,379,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,379,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,379,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,387,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,387,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,2,387,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,77,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,77,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,77,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,341,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,341,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,341,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,370,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,370,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,370,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,373,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,373,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,373,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,461,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,461,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,3,461,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,39,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,39,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,39,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,185,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,185,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,185,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,235,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,235,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,235,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,398,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,398,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,398,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,450,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,450,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,4,450,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,114,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,114,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,114,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,165,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,165,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,165,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,236,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,236,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,236,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,282,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,282,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,282,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,335,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,335,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,5,335,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,49,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,49,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,49,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,156,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,156,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,156,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,313,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,313,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,313,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,349,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,349,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,349,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,384,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,384,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,6,384,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,7,120,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,7,120,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,7,120,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,7,144,1,160,post_shift,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,7,144,0,160,pre,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,7,144,1,160,transition,1
TEP_Faulty_Testing.csv,test_domain,test_full_tcn,7,193,1,160,post_shift,1
